Timestamp	TOTUSJH	TOTBSQ	TOTPOT	TOTUSJZ	ABSNJZH	SAVNCPP	USFLUX	TOTFZ	MEANPOT	EPSZ	MEANSHR	SHRGT45	MEANGAM	MEANGBT	MEANGBZ	MEANGBH	MEANJZH	TOTFY	MEANJZD	MEANALP	TOTFX	EPSY	EPSX	R_VALUE	CRVAL1	CRLN_OBS	CRLT_OBS	CRVAL2	HC_ANGLE	SPEI	LAT_MIN	LON_MIN	LAT_MAX	LON_MAX	QUALITY	BFLARE	BFLARE_LABEL	CFLARE	CFLARE_LABEL	MFLARE	MFLARE_LABEL	XFLARE	XFLARE_LABEL	BFLARE_LOC	BFLARE_LABEL_LOC	CFLARE_LOC	CFLARE_LABEL_LOC	MFLARE_LOC	MFLARE_LABEL_LOC	XFLARE_LOC	XFLARE_LABEL_LOC	XR_MAX	XR_QUAL	IS_TMFI
2010-08-06 08:36:00	1049.7606927154472	15971216184.6057	2.306059852052589e+23	22063591144887.49	130.68121529580083	3178608174955.061	1.89457803194383e+22	-7.457033229330611e+24	5491.910987587762	-0.3515729069488846	31.62469094788657	19.8526155987096	37.349963840934905	84.26045417835837	85.34489765909623	37.40743420053328	-0.00413312718374979	4.425115485903454e+23	-0.18568754662436746	-0.01210781271166185	2.759347605269425e+24	-0.0208628641863147	-0.1300935410950419	4.261204114853343	-13.827585	43.145164	6.141893	14.8585	57.401911702831754	True	7.2345130000000015	-61.56860699999999	21.04854	-44.776798	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	1.8846e-07	12	True
2010-08-06 08:48:00	1064.1561516927381	16033847113.8528	2.322072387777688e+23	22411592071371.42	133.54832367926778	2843185207541.8784	1.892379743361694e+22	-7.457130600637339e+24	5579.455271637678	-0.35020418635953504	31.610604916859003	19.5162422617908	37.242147918129156	84.95847198537862	86.10016242708849	37.83618342877352	-0.004261545844638069	4.818668413383369e+23	-0.1675783966294149	-0.012337615981030926	2.798081357553115e+24	-0.022629586920485032	-0.13140440441071569	4.304847636698628	-13.825006	43.035545	6.1418550000000005	14.8585	57.29154992484622	True	7.211564	-61.502022	21.043267999999998	-44.651348	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.0960999999999998e-07	12	True
2010-08-06 09:00:00	1065.0312813692808	16077075854.3583	2.319877896600099e+23	22454168898166.066	135.84505765978545	3249145642244.8887	1.894125778910243e+22	-7.511142390800729e+24	5623.349635584976	-0.35179225321153684	31.214514982608165	19.112155549832607	36.9962262975826	85.37541813235742	86.64058300632469	37.93732199390135	-0.004373211140578355	5.135332764878725e+23	-0.19319702803257952	-0.012501347401261886	2.829050435865697e+24	-0.024051871078363717	-0.13250155242712364	4.24051222431316	-13.822395000000002	42.92590300000001	6.1418040000000005	14.8585	57.18113994268278	True	7.186871000000001	-61.402729	21.039185999999997	-44.527522999999995	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.5455999999999997e-07	12	True
2010-08-06 09:12:00	1074.6212989481521	16095367498.2862	2.3236406619119855e+23	22593751986186.035	140.65735743660508	3358470222344.7607	1.899817619749802e+22	-7.545493973089863e+24	5629.208295610223	-0.35299949719615725	31.55714699293549	19.13969500032173	36.875910890512586	85.40289317362675	86.60753188115423	38.19136344800325	-0.004525800618958302	5.200121225930063e+23	-0.1995841816982668	-0.012918088176228238	2.8564347181193434e+24	-0.024327634276284333	-0.13363207536389698	4.305082772666832	-13.819864	42.816235	6.141742	14.8585	57.070788820388366	True	7.170089	-61.32626	21.045881	-44.403228999999996	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.5182e-07	12	True
2010-08-06 09:24:00	1093.6566525927628	16021803884.8947	2.3277864949652315e+23	22968582825554.58	132.54747314994196	3402963138733.335	1.877725045794918e+22	-7.448389298653081e+24	5757.998989189106	-0.3500566329632964	31.634164100108084	19.34561939489504	36.845480903547	86.56089662968004	87.6834522742064	38.89185781858953	-0.004354384794676149	5.420596939397303e+23	-0.2064892246562198	-0.012256075296172007	2.8657983644284173e+24	-0.025475520104725247	-0.13468572680337002	4.267085068405596	-13.817369	42.706532	6.141671	14.8585	56.960444270188	True	7.162087	-61.262154	21.033405	-44.279957	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.5421e-07	12	True
2010-08-06 09:36:00	1099.1151938135363	15915616280.5366	2.3233963166215085e+23	23052276879371.42	145.87327914548263	4207631615979.16	1.858542887636208e+22	-7.333069791421631e+24	5817.079324324366	-0.3469362532469295	31.638002352825733	19.707398171238577	36.953607464196494	86.56031881077887	87.77193951776032	38.85629937245369	-0.004850316846067585	5.668412828595085e+23	-0.2584264861800695	-0.013609282814076615	2.8514738091891866e+24	-0.02681793525148431	-0.13490661724631686	4.209634869157893	-13.814899	42.596802	6.141593	14.8585	56.85010318407484	True	7.142467999999999	-61.16603900000001	21.037292	-44.172432	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.4173000000000003e-07	12	True
2010-08-06 09:48:00	1089.812956961592	15741856389.5709	2.3033717108890047e+23	22684878477684.71	128.55487144321359	4521756216373.059	1.8304659866091872e+22	-7.207852566267925e+24	5885.933304503062	-0.3447761214085147	31.77665576854001	19.540502935487154	37.06220455870948	86.60479571346376	87.57054370807619	39.06583038026654	-0.0043628205879051645	5.484019838062435e+23	-0.2834539067123816	-0.012145514174323873	2.811651926968252e+24	-0.026231933465774442	-0.13449088160703326	4.222038276825589	-13.812454	42.487045	6.141508	14.8585	56.7397656028944	True	7.1202630000000005	-61.056812	21.037758	-44.049648	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.2076e-07	12	True
2010-08-06 10:00:00	1064.746367172443	15587660317.399004	2.277826875683366e+23	21774902217819.594	133.8878870052086	3784568145556.7344	1.8000738998668543e+22	-7.149288007657234e+24	6025.7636374299145	-0.3453577211535153	31.559193649536233	19.245362563237773	36.69723588447341	87.17651579156576	88.1631201411085	38.97400504993618	-0.004704258002361428	5.77981466782306e+23	-0.2456057430621569	-0.012769851469378184	2.77577065846878e+24	-0.02792031346661528	-0.13408801380316854	4.285351902490615	-13.810045	42.377254	6.141419	14.8585	56.629435198391455	True	7.100359	-61.037147999999995	21.024864	-43.931595	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.1323e-07	12	True
2010-08-06 10:12:00	1049.1282374411437	15456654478.499804	2.265083411227e+23	21529890368569.945	128.1932500651767	5537717334253.388	1.775447606818697e+22	-7.044832976248543e+24	6080.7083370260925	-0.34319626923801577	31.55349751232327	19.330457413811548	36.797243576241314	87.4405627301441	88.5512245568275	39.22920831662348	-0.0045704952247995105	5.793881915196205e+23	-0.3647025555133019	-0.012349477956975014	2.7303722117544314e+24	-0.02822549043256118	-0.1330128847432608	4.252523541291545	-13.807674	42.267426	6.1413269999999995	14.8585	56.519110922867185	True	7.103984	-60.971275	21.024662	-43.821865	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	2.0173e-07	12	True
2010-08-06 10:24:00	1046.7831524084286	15294159313.2601	2.2465962302919136e+23	21159720702516.574	127.45225149968685	5095060604970.097	1.7413929886467286e+22	-6.929322139515553e+24	6219.327829064232	-0.3411555728619188	31.599543918463425	19.084558823529417	36.84850048566153	87.23128365686901	88.53353332778534	39.477728750943	-0.004685916816783221	5.621222053377869e+23	-0.34602978044909466	-0.012428051663576987	2.6661236498816184e+24	-0.02767530778902784	-0.13126290317910713	4.25702990308372	-13.805336	42.157566	6.141235	14.8585	56.4087925069815	True	7.088058999999999	-60.910385	21.016426	-43.707073	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	1.9182000000000006e-07	12	True
